Id,LotFrontage,LotArea,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
711,56.0,4130,3,1935,2003,0.0,0,270,729,0,729,1,0,5,0,1978.5061638868744,0,0,0,0,52000
712,66.0,8712,4,1900,1950,0.0,0,859,859,319,1178,1,0,7,0,1964.0,1,384,68,0,102776
713,40.0,4671,8,1988,1989,0.0,767,1228,1228,0,1228,2,0,5,1,1988.0,2,472,168,120,189000
714,60.0,9873,4,1970,1970,160.0,789,960,960,0,960,1,0,6,0,1970.0,2,576,0,288,129000
715,70.04995836802665,13517,6,1976,2005,289.0,533,725,725,754,1479,2,1,6,0,1976.0,2,475,0,44,130500
716,78.0,10140,6,1974,1974,174.0,0,1064,1350,0,1350,2,0,7,1,1974.0,2,478,0,0,165000
717,60.0,10800,7,1890,1998,0.0,0,718,1576,978,2554,1,1,8,0,1996.0,2,704,0,48,159500
718,80.0,10000,5,1973,2000,0.0,1084,1176,1178,0,1178,1,1,5,1,1973.0,2,439,224,0,157000
719,96.0,10542,7,1993,1994,651.0,1173,1311,1325,1093,2418,2,1,9,1,1993.0,3,983,250,154,341000
720,69.0,9920,5,1969,1969,0.0,523,971,971,0,971,1,1,5,1,1969.0,1,300,0,0,128500
721,70.04995836802665,6563,8,1985,1985,0.0,1148,1742,1742,0,1742,2,0,5,1,1985.0,2,564,114,28,275000
722,70.04995836802665,4426,6,2004,2004,169.0,662,848,848,0,848,1,0,3,0,2004.0,2,420,160,0,143000
723,70.0,8120,4,1970,1970,0.0,191,864,864,0,864,1,0,5,0,1994.0,2,463,0,0,124500
724,60.0,8172,4,1954,1972,0.0,0,941,997,473,1470,2,0,7,0,1958.0,1,548,0,0,135000
725,86.0,13286,9,2007,2008,340.0,1234,1698,1698,0,1698,2,0,8,1,2007.0,3,768,327,64,320000
726,60.0,6960,4,1970,1970,0.0,375,864,864,0,864,1,0,5,0,1989.0,2,660,96,0,120500
727,70.04995836802665,21695,6,1988,2007,260.0,808,880,1680,0,1680,2,0,5,1,1988.0,2,540,292,44,222000
728,64.0,7314,7,2007,2007,82.0,724,1232,1232,0,1232,2,0,6,0,2007.0,2,632,132,0,194500
729,85.0,11475,5,1958,1958,95.0,0,1584,1776,0,1776,2,0,9,0,1968.0,3,888,0,25,110000
730,52.0,6240,4,1925,1950,0.0,152,780,848,0,1208,1,0,5,0,1962.0,2,539,0,23,103000
731,39.0,5389,8,1995,1996,0.0,1180,1595,1616,0,1616,2,0,5,1,1995.0,2,608,237,152,236500
732,73.0,9590,7,2003,2003,442.0,786,868,1146,0,1146,2,0,6,1,2003.0,2,438,160,22,187500
733,75.0,11404,7,1998,1999,202.0,252,1153,1153,878,2031,2,1,8,1,1998.0,2,541,192,84,222500
734,80.0,10000,5,1961,1983,0.0,594,864,1144,0,1144,1,0,6,1,1961.0,1,264,165,0,131400
735,70.04995836802665,8978,5,1968,1968,0.0,0,948,948,0,948,1,0,6,0,1968.0,1,300,147,0,108000
736,60.0,10800,7,1914,1970,0.0,390,880,880,888,1768,1,1,6,2,1914.0,2,320,0,341,163000
737,60.0,8544,3,1950,1950,0.0,0,0,1040,0,1040,2,0,6,0,1949.0,2,400,0,0,93500
738,72.0,10463,8,2005,2005,0.0,0,893,901,900,1801,2,1,8,1,2005.0,3,800,0,116,239900
739,60.0,10800,5,1987,1988,0.0,1200,1200,1200,0,1200,3,0,5,0,1978.5061638868744,0,0,120,0,179000
740,65.0,9313,7,2004,2004,0.0,0,864,864,864,1728,2,1,7,0,2004.0,2,572,187,56,190000
741,60.0,9600,5,1910,2002,0.0,0,264,768,664,1432,2,0,7,0,1910.0,2,360,270,0,132000
742,65.0,6768,6,1961,1996,0.0,832,912,912,0,912,1,0,5,0,1962.0,1,288,168,0,142000
743,65.0,8450,7,2000,2001,108.0,0,1349,1349,0,1349,2,0,6,0,2000.0,2,539,120,55,179000
744,70.0,12886,5,1963,1999,0.0,444,520,1464,0,1464,2,0,6,1,1997.0,2,480,302,0,175000
745,41.0,5395,8,1993,1993,0.0,733,1337,1337,0,1337,2,0,5,1,1993.0,2,462,96,0,180000
746,70.04995836802665,8963,8,1976,1996,289.0,575,1142,1175,1540,2715,3,1,11,2,1994.0,2,831,0,204,299800
747,70.04995836802665,8795,7,2000,2000,0.0,300,952,980,1276,2256,2,1,8,1,2000.0,2,554,224,54,236000
748,65.0,11700,7,1880,2003,0.0,0,1240,1320,1320,2640,1,1,8,1,1950.0,4,864,181,0,265979
749,59.0,10593,7,1996,1996,338.0,919,1720,1720,0,1720,2,0,7,1,1996.0,2,527,240,56,260400
750,50.0,8405,4,1945,1950,0.0,0,0,1088,441,1529,2,0,9,0,1945.0,1,240,92,0,98000
751,55.0,8800,4,1910,2004,0.0,0,576,792,348,1140,1,0,7,0,1978.5061638868744,0,0,0,160,96500
752,70.04995836802665,7750,7,2003,2003,0.0,0,660,660,660,1320,2,1,6,0,2003.0,2,400,0,48,162000
753,79.0,9236,6,1997,1997,0.0,1200,1479,1494,0,1494,2,0,6,0,1997.0,2,576,168,27,217000
754,80.0,10240,8,2005,2005,178.0,0,1030,1038,1060,2098,2,1,8,1,2005.0,3,878,192,52,275500
755,61.0,7930,6,1969,2005,0.0,439,1026,1026,0,1026,1,0,5,0,1969.0,2,440,171,48,156000
756,34.0,3230,6,1999,1999,894.0,381,729,742,729,1471,2,1,6,0,1999.0,2,440,0,24,172500
757,68.0,10769,8,2007,2007,0.0,20,866,866,902,1768,2,1,7,0,2007.0,2,578,144,105,212000
758,70.04995836802665,11616,6,1978,1978,328.0,438,672,672,714,1386,2,1,6,1,1978.0,2,440,335,0,158900
759,24.0,2280,7,1999,1999,360.0,549,744,757,744,1501,2,1,6,0,1999.0,2,440,0,0,179400
760,65.0,12257,8,1995,1995,513.0,56,1318,1328,1203,2531,2,1,9,1,1995.0,3,752,222,98,290000
761,70.0,9100,6,1959,1959,0.0,612,864,864,0,864,1,0,5,0,2008.0,1,300,0,0,127500
762,60.0,6911,5,1924,1950,0.0,405,1145,1301,0,1301,1,0,5,0,1965.0,2,440,0,0,100000
763,72.0,8640,7,2009,2009,0.0,24,756,764,783,1547,2,1,7,0,2009.0,2,614,169,45,215200
764,82.0,9430,8,1999,1999,673.0,1163,1252,1268,1097,2365,2,1,8,1,1999.0,3,856,0,128,337000
765,30.0,9549,8,1995,1996,0.0,437,1494,1494,0,1494,1,1,6,1,1995.0,2,481,0,30,270000
766,75.0,14587,9,2008,2008,284.0,0,1498,1506,0,1506,2,0,6,1,2008.0,2,592,0,174,264132
767,80.0,10421,7,1988,1988,42.0,394,980,980,734,1714,2,1,7,1,1988.0,2,496,228,66,196500
768,75.0,12508,6,1940,1985,0.0,660,983,983,767,1750,2,0,7,0,1989.0,1,423,245,0,160000
769,70.0,9100,7,2004,2005,0.0,24,1860,1836,0,1836,2,0,8,1,2004.0,2,484,120,33,216837
770,47.0,53504,8,2003,2003,603.0,1416,1650,1690,1589,3279,3,1,12,1,2003.0,3,841,503,36,538000
771,70.04995836802665,7252,5,1982,1982,0.0,685,858,858,0,858,1,0,5,0,1983.0,2,576,120,0,134900
772,67.0,8877,4,1951,1951,0.0,836,836,1220,0,1220,1,0,6,0,1951.0,2,396,0,0,102000
773,94.0,7819,6,1976,1976,0.0,422,1029,1117,0,1117,1,0,6,1,1976.0,2,672,144,0,107000
774,70.0,10150,5,1958,1958,1.0,456,912,912,0,912,1,0,5,0,1958.0,1,275,0,0,114500
775,110.0,14226,8,2006,2006,375.0,0,1935,1973,0,1973,2,0,9,1,2006.0,3,895,315,45,395000
776,32.0,4500,6,1998,1998,320.0,866,1204,1204,0,1204,2,0,5,0,1998.0,2,412,0,247,162000
777,86.0,11210,7,2005,2006,240.0,20,1614,1614,0,1614,2,0,7,0,2005.0,3,865,144,59,221500
778,100.0,13350,5,1974,1974,0.0,762,864,894,0,894,1,0,5,1,1974.0,2,440,241,0,142500
779,60.0,8400,5,1977,1977,320.0,0,0,2020,0,2020,2,0,10,2,1977.0,2,630,0,0,144000
780,78.0,10530,6,1977,1977,90.0,975,975,1004,0,1004,1,0,4,0,1977.0,2,504,0,0,135000
781,63.0,7875,7,1995,1996,38.0,0,1237,1253,0,1253,2,0,6,1,1995.0,2,402,220,21,176000
782,65.0,7153,6,1992,1992,0.0,387,761,810,793,1603,2,1,7,0,1992.0,2,484,0,124,175900
783,67.0,16285,7,2001,2002,0.0,0,1413,1430,0,1430,2,0,6,0,2001.0,2,605,0,33,187100
784,70.04995836802665,9101,5,1978,1978,104.0,1097,1097,1110,0,1110,1,0,4,1,1978.0,2,602,303,30,165500
785,35.0,6300,6,1914,2001,0.0,0,742,742,742,1484,2,0,9,1,1978.5061638868744,0,0,0,291,128000
786,70.04995836802665,9790,6,1967,1967,0.0,251,1372,1342,0,1342,2,0,7,1,1967.0,2,457,0,0,161500
787,60.0,10800,5,1915,1950,0.0,686,686,966,686,1652,2,0,7,0,1961.0,1,416,0,0,139000
788,76.0,10142,7,2004,2004,0.0,656,956,956,1128,2084,2,1,8,0,2004.0,2,618,0,45,233000
789,50.0,6000,4,1954,2000,0.0,0,901,901,0,901,1,0,4,0,1954.0,1,281,0,0,107900
790,70.04995836802665,12205,6,1966,2007,157.0,568,832,976,1111,2087,2,1,9,0,1966.0,2,444,133,168,187500
791,43.0,3182,7,2005,2006,11.0,16,1145,1145,0,1145,2,0,5,1,2005.0,2,397,100,16,160200
792,70.04995836802665,11333,6,1976,1976,0.0,539,1029,1062,0,1062,1,0,5,2,1976.0,2,539,120,0,146800
793,92.0,9920,7,1996,1997,0.0,862,1117,1127,886,2013,2,1,8,1,1997.0,2,455,180,130,269790
794,76.0,9158,8,2007,2007,140.0,0,1496,1496,0,1496,2,0,7,0,2007.0,2,474,168,130,225000
795,70.04995836802665,10832,7,1994,1996,0.0,0,712,1086,809,1895,2,1,7,1,1994.0,2,409,143,46,194500
796,70.0,8400,6,1980,1981,130.0,0,650,888,676,1564,2,1,7,1,1980.0,2,476,0,50,171000
797,71.0,8197,6,1977,1977,148.0,0,660,1285,0,1285,1,1,7,1,1977.0,2,528,138,0,143500
798,57.0,7677,5,1953,1953,0.0,570,773,773,0,773,1,0,4,0,1953.0,1,240,0,0,110000
799,104.0,13518,9,2008,2009,860.0,0,1926,1966,1174,3140,3,1,11,2,2009.0,3,820,144,78,485000
800,60.0,7200,5,1937,1950,252.0,569,731,981,787,1768,1,1,7,2,1939.0,1,240,0,0,175000
801,79.0,12798,6,1997,1997,0.0,462,616,616,1072,1688,2,1,8,0,1997.0,2,603,403,114,200000
802,40.0,4800,4,1916,1990,0.0,197,1196,1196,0,1196,1,0,5,0,1957.0,2,440,0,0,109900
803,63.0,8199,7,2005,2005,0.0,648,728,728,728,1456,2,1,7,1,2005.0,2,410,36,18,189000
804,107.0,13891,9,2008,2009,424.0,0,1734,1734,1088,2822,3,1,12,1,2009.0,3,1020,52,170,582933
805,75.0,9000,5,1954,1954,0.0,812,936,1128,0,1128,1,0,5,0,1954.0,1,286,0,0,118000
806,91.0,12274,7,2008,2008,256.0,0,1417,1428,0,1428,2,0,6,0,2008.0,2,554,0,60,227680
807,75.0,9750,5,1967,1967,0.0,400,980,980,0,980,2,0,6,0,1967.0,1,384,68,0,135500
808,144.0,21384,5,1923,2004,0.0,1309,1324,1072,504,1576,1,1,6,1,1923.0,2,528,0,312,223500
809,85.0,13400,5,1966,1966,1047.0,516,1024,1086,0,1086,1,0,6,1,1966.0,2,484,0,0,159950
810,90.0,8100,5,1898,1965,0.0,0,849,1075,1063,2138,2,0,11,0,1910.0,2,360,40,156,106000
811,78.0,10140,6,1974,1999,99.0,663,1040,1309,0,1309,1,1,5,1,1974.0,2,484,265,0,181000
812,70.04995836802665,4438,6,2004,2004,169.0,662,848,848,0,848,1,0,4,1,2004.0,2,420,140,0,144500
813,66.0,8712,5,1952,1952,0.0,0,540,1044,0,1044,1,0,4,0,1952.0,2,504,0,0,55993
814,75.0,9750,6,1958,1958,243.0,608,1442,1442,0,1442,1,1,7,0,1958.0,1,301,0,0,157900
815,45.0,8248,5,1918,1950,0.0,0,686,686,564,1250,1,1,7,0,1955.0,1,280,207,0,116000
816,48.0,12137,7,1998,1998,442.0,0,1649,1661,0,1661,2,0,6,0,1998.0,2,598,0,34,224900
817,70.04995836802665,11425,5,1954,1954,0.0,486,1008,1008,0,1008,1,0,4,1,1954.0,1,275,0,0,137000
818,70.04995836802665,13265,8,2002,2002,148.0,1218,1568,1689,0,1689,2,0,7,2,2002.0,3,857,150,59,271000
819,80.0,8816,6,1971,1971,80.0,504,1010,1052,0,1052,1,0,6,0,1971.0,2,440,0,0,155000
820,44.0,6371,7,2009,2010,128.0,733,1358,1358,0,1358,2,0,6,1,2010.0,2,484,192,35,224000
821,72.0,7226,7,2003,2003,0.0,0,798,798,842,1640,2,1,6,0,2003.0,2,595,0,45,183000
822,60.0,6000,4,1953,1953,0.0,0,936,936,0,936,1,0,4,0,1974.0,2,576,0,32,93000
823,70.04995836802665,12394,7,2003,2003,0.0,0,847,847,886,1733,2,1,7,1,2003.0,2,433,100,48,225000
824,60.0,9900,6,1940,1950,0.0,0,778,944,545,1489,2,0,7,1,1940.0,1,240,335,0,139500
825,81.0,11216,8,2006,2006,0.0,0,1489,1489,0,1489,2,0,7,1,2006.0,2,776,0,140,232600
826,114.0,14803,10,2007,2008,816.0,1636,2078,2084,0,2084,2,0,7,1,2007.0,3,1220,188,45,385000
827,50.0,6130,5,1924,1950,0.0,784,784,784,0,784,1,0,5,0,1978.5061638868744,0,0,0,0,109500
828,65.0,8529,7,2001,2001,0.0,20,1454,1434,0,1434,2,0,6,1,2001.0,2,527,290,39,189000
829,70.04995836802665,28698,5,1967,1967,0.0,249,1013,1160,966,2126,2,1,7,0,1967.0,2,538,486,0,185000
830,24.0,2544,7,2005,2005,0.0,0,600,520,623,1223,2,1,4,0,2005.0,2,480,0,166,147400
831,80.0,11900,6,1957,1957,387.0,1040,1392,1392,0,1392,1,1,6,2,1957.0,2,458,0,0,166000
832,30.0,3180,7,2005,2005,0.0,0,600,520,600,1200,2,1,4,0,2005.0,2,480,0,166,151000
833,44.0,9548,7,2003,2003,223.0,483,941,941,888,1829,2,1,7,1,2003.0,2,613,192,39,237000
834,100.0,10004,6,1964,1964,180.0,196,1516,1516,0,1516,1,1,6,0,1964.0,2,472,0,0,167000
835,75.0,7875,5,1961,1961,136.0,572,1144,1144,0,1144,1,0,6,0,1961.0,2,456,0,0,139950
836,60.0,9600,4,1950,1995,0.0,442,1067,1067,0,1067,2,0,4,0,1996.0,2,436,290,0,128000
837,90.0,8100,5,1948,1973,0.0,338,1559,1559,0,1559,1,0,5,0,1948.0,2,812,0,116,153500
838,21.0,1680,6,1973,1973,158.0,330,483,483,504,987,1,1,5,0,1973.0,1,264,0,0,100000
839,75.0,9525,5,1995,2006,0.0,0,1099,1099,0,1099,1,1,6,0,1999.0,1,352,278,0,144000
840,70.0,11767,5,1946,1995,0.0,352,768,768,432,1200,1,0,6,0,1946.0,1,240,0,0,130500
841,70.04995836802665,12155,6,1925,1950,0.0,156,672,810,672,1482,2,0,7,0,1934.0,1,400,0,0,140000
842,60.0,10440,5,1904,2002,0.0,0,650,958,581,1539,2,0,8,1,1983.0,2,686,70,78,157500
843,82.0,9020,6,1966,1966,183.0,312,1127,1165,0,1165,1,1,6,0,1966.0,2,490,0,129,174900
844,80.0,8000,5,1961,1961,0.0,0,1800,1800,0,1800,2,0,10,0,1978.5061638868744,0,0,0,0,141000
845,100.0,12665,5,1915,1950,0.0,0,876,876,540,1416,1,1,7,1,1949.0,3,720,418,0,153900
846,70.04995836802665,16647,5,1975,1981,0.0,1390,1390,1701,0,1701,2,0,6,2,1975.0,2,611,0,0,171000
847,75.0,9317,7,1993,1993,137.0,513,740,1006,769,1775,2,1,7,1,1993.0,2,425,234,72,213000
848,36.0,15523,5,1972,1972,0.0,460,864,864,0,864,1,0,5,1,1972.0,1,338,0,0,133500
849,75.0,45600,6,1908,1997,0.0,0,907,1307,1051,2358,3,0,10,1,1908.0,2,360,486,40,240000
850,80.0,9600,6,1976,1994,360.0,0,528,1094,761,1855,2,1,7,1,1976.0,2,512,113,100,187000
851,36.0,4435,6,2003,2003,170.0,659,848,848,0,848,1,0,3,0,2003.0,2,420,140,0,131500
852,70.04995836802665,3196,8,2003,2003,40.0,0,1273,1456,0,1456,2,0,7,1,2003.0,2,400,143,20,215000
853,53.0,7128,7,1941,1950,0.0,364,918,918,728,1646,2,0,7,2,1941.0,1,240,0,0,164000
854,70.04995836802665,12095,6,1964,1964,115.0,564,1127,1445,0,1445,1,1,7,1,1964.0,2,645,180,0,158000
855,102.0,17920,5,1955,1974,0.0,306,1763,1779,0,1779,1,1,6,1,1955.0,2,454,0,418,170000
856,70.04995836802665,6897,5,1962,2010,0.0,659,1040,1040,0,1040,1,1,6,0,1962.0,1,260,0,104,127000
857,70.04995836802665,10970,6,1978,1978,0.0,505,940,1026,0,1026,1,0,5,0,1981.0,2,576,0,0,147000
858,65.0,8125,6,1994,1995,0.0,0,702,702,779,1481,2,1,6,1,1994.0,2,343,0,36,174000
859,80.0,10400,7,1976,1976,189.0,0,1090,1370,0,1370,2,0,6,1,1976.0,2,479,0,0,152000
860,70.04995836802665,11029,6,1968,1984,220.0,619,1054,1512,1142,2654,2,1,9,1,1968.0,2,619,0,65,250000
861,55.0,7642,7,1918,1998,0.0,0,912,912,514,1426,1,1,7,1,1925.0,1,216,0,240,189950
862,75.0,11625,5,1965,1965,0.0,841,1039,1039,0,1039,1,1,6,0,1965.0,2,504,0,0,131500
863,81.0,9672,6,1984,1985,0.0,338,1040,1097,0,1097,2,0,6,0,1986.0,2,480,0,0,152000
864,70.0,7931,5,1959,1959,0.0,1148,1148,1148,0,1148,1,0,6,0,1959.0,1,672,0,0,132500
865,72.0,8640,7,2007,2008,0.0,0,1372,1372,0,1372,2,0,6,0,2008.0,2,529,0,140,250580
866,70.04995836802665,8750,5,1970,1970,76.0,828,1002,1002,0,1002,1,0,5,0,1973.0,2,902,0,0,148500
867,67.0,10656,8,2006,2007,274.0,0,1638,1646,0,1646,2,0,6,1,2007.0,3,870,192,80,248900
868,85.0,6970,4,1961,1961,0.0,932,1040,1120,0,1120,1,1,5,0,1961.0,2,544,168,0,129000
869,70.04995836802665,14762,5,1948,1950,0.0,0,0,1547,720,2320,2,0,7,1,1979.0,2,672,120,144,169000
870,80.0,9938,7,1993,1994,246.0,750,1050,1062,887,1949,2,1,8,1,1993.0,2,574,156,90,236000
871,60.0,6600,5,1962,1962,0.0,0,894,894,0,894,1,0,5,0,1962.0,1,308,0,0,109500
872,70.0,8750,6,1998,1998,116.0,505,804,804,878,1682,2,1,7,0,1998.0,2,523,0,77,200500
873,74.0,8892,5,1953,1996,0.0,0,105,910,0,910,1,0,5,0,1953.0,2,414,196,0,116000
874,60.0,12144,5,1949,1950,0.0,375,832,1036,0,1268,1,0,6,1,1949.0,1,288,0,28,133000
875,52.0,5720,5,1941,1950,0.0,0,676,676,455,1131,1,1,5,0,1941.0,1,200,26,0,66500
876,75.0,9000,8,2007,2007,0.0,64,1184,1184,1426,2610,2,1,11,1,2007.0,2,550,208,364,303477
877,94.0,25286,4,1963,1963,0.0,633,1064,1040,0,1040,1,0,5,0,1963.0,2,648,0,0,132250
878,74.0,8834,9,2004,2005,216.0,1170,1462,1462,762,2224,2,1,10,1,2004.0,3,738,184,0,350000
879,88.0,11782,5,1961,1995,0.0,899,1109,1155,0,1155,1,0,6,0,1987.0,2,576,192,0,148000
880,70.04995836802665,7000,5,1978,2005,90.0,646,864,864,0,864,1,0,6,0,1978.0,1,336,0,0,136500
881,60.0,7024,5,2005,2006,0.0,980,1090,1090,0,1090,1,1,5,0,2005.0,2,450,0,49,157000
882,44.0,13758,7,1990,1991,117.0,902,1156,1187,530,1717,2,1,7,1,1990.0,2,400,168,36,187500
883,70.04995836802665,9636,6,1992,1993,0.0,0,808,808,785,1593,2,1,7,1,1993.0,2,389,342,40,178000
884,60.0,6204,4,1912,1950,0.0,0,795,954,795,2230,1,0,10,0,1997.0,1,440,0,188,118500
885,65.0,7150,5,1967,1967,60.0,432,892,892,0,892,1,0,5,0,1967.0,1,288,0,0,100000
886,50.0,5119,9,1999,2000,60.0,1238,1698,1709,0,1709,2,0,5,1,1999.0,2,506,97,65,328900
887,70.0,8393,5,1959,2005,122.0,528,1626,1712,0,1712,2,0,8,0,2005.0,2,588,272,54,145000
888,59.0,16466,5,1955,1955,0.0,0,816,872,521,1393,1,1,8,0,1955.0,1,300,121,0,135500
889,95.0,15865,8,1970,1970,0.0,351,2217,2217,0,2217,2,0,8,1,1970.0,2,621,81,207,268000
890,128.0,12160,6,1953,1953,90.0,1024,1505,1505,0,1505,1,0,6,1,1953.0,2,505,0,0,149500
891,60.0,8064,5,1949,2006,0.0,0,672,672,252,924,1,0,6,1,2003.0,2,576,0,0,122900
892,70.0,11184,6,1978,1978,92.0,226,918,918,765,1683,2,1,7,1,1978.0,2,440,243,0,172500
893,70.0,8414,6,1963,2003,0.0,663,1059,1068,0,1068,1,0,6,0,1963.0,1,264,192,0,154500
894,70.04995836802665,13284,5,1954,1954,0.0,1064,1383,1383,0,1383,1,0,6,1,1954.0,1,354,511,116,165000
895,64.0,7018,5,1979,1979,0.0,0,0,1535,0,1535,2,0,8,0,1979.0,2,400,0,0,118858
896,71.0,7056,6,1963,1963,415.0,400,780,983,813,1796,1,1,8,1,1963.0,2,483,0,50,140000
897,50.0,8765,4,1936,1950,0.0,285,951,951,0,951,1,0,6,0,1936.0,1,327,0,28,106500
898,64.0,7018,5,1979,1979,0.0,0,0,1120,1120,2240,2,0,12,0,1979.0,2,528,154,0,142953
899,100.0,12919,9,2009,2010,760.0,2188,2330,2364,0,2364,2,1,11,2,2009.0,3,820,0,67,611657
900,65.0,6993,5,1961,1994,0.0,465,912,1236,0,1236,1,0,6,1,1961.0,1,288,0,0,135000
901,70.04995836802665,7340,4,1971,1971,0.0,322,858,858,0,858,1,0,4,0,1979.0,1,684,0,0,110000
902,64.0,8712,5,1957,2000,0.0,860,992,1306,0,1306,1,0,5,0,1968.0,1,756,0,0,153000
903,63.0,7875,7,2003,2003,0.0,0,783,807,702,1509,2,1,8,1,2003.0,2,393,0,75,180000
904,50.0,14859,7,2006,2006,27.0,0,1670,1670,0,1670,2,0,7,1,2006.0,3,690,144,60,240000
905,70.04995836802665,6173,5,1967,1967,75.0,599,876,902,0,902,1,0,6,0,1967.0,1,288,0,0,125500
906,80.0,9920,5,1954,1954,110.0,354,1056,1063,0,1063,1,0,6,0,1954.0,1,280,0,0,128000
907,116.0,13501,8,2006,2006,208.0,63,1623,1636,0,1636,2,0,8,1,2006.0,3,865,0,60,255000
908,86.0,11500,7,1936,1987,0.0,223,1017,1020,1037,2057,1,1,6,1,1936.0,1,180,0,0,250000
909,70.04995836802665,8885,5,1983,1983,0.0,301,864,902,0,902,1,0,5,0,1983.0,2,484,164,0,131000
910,149.0,12589,6,2005,2005,0.0,0,742,742,742,1484,2,1,8,1,2005.0,2,390,36,24,174000
911,80.0,11600,5,1960,1960,361.0,443,1105,1105,1169,2274,2,0,12,0,1960.0,2,480,0,0,154300
912,70.04995836802665,9286,5,1977,1989,0.0,196,1268,1268,0,1268,1,1,5,0,1978.0,1,252,173,0,143500
913,51.0,6120,5,1925,1950,0.0,489,768,1015,0,1015,1,0,6,0,1925.0,1,450,0,0,88000
914,82.0,6270,5,1949,1950,0.0,284,1001,1001,1001,2002,2,0,8,0,1949.0,3,871,0,0,145000
915,30.0,3000,6,2009,2009,76.0,294,612,612,612,1224,2,1,4,0,2009.0,2,528,0,234,173733
916,21.0,2001,4,1970,1970,80.0,0,546,546,546,1092,1,1,6,0,1970.0,1,286,0,0,75000
917,50.0,9000,2,1949,1950,0.0,50,480,480,0,480,0,0,4,0,1958.0,1,308,0,0,35311
918,70.04995836802665,17140,4,1956,1956,0.0,1059,1134,1229,0,1229,1,0,6,0,1956.0,1,284,0,0,135000
919,103.0,13125,7,1991,1991,0.0,48,1104,912,1215,2127,2,1,8,1,1991.0,3,833,72,192,238000
920,87.0,11029,6,1958,2002,0.0,528,1184,1414,0,1414,1,0,6,1,1990.0,2,601,0,51,176500
921,70.0,8462,6,1994,1994,105.0,814,928,936,785,1721,2,1,7,0,1994.0,2,471,300,87,201000
922,67.0,8777,5,1900,2003,0.0,1084,1272,1272,928,2200,2,2,9,0,1978.5061638868744,0,0,0,70,145900
923,65.0,10237,6,2005,2006,0.0,28,1316,1316,0,1316,2,0,6,1,2005.0,2,397,100,0,169990
924,50.0,8012,6,1993,1994,0.0,165,1604,1617,0,1617,2,0,5,1,1993.0,2,533,0,69,193000
925,79.0,10240,6,1980,1980,157.0,625,1686,1686,0,1686,2,0,7,1,1980.0,2,612,384,131,207500
926,70.04995836802665,15611,5,1977,1977,0.0,767,1126,1126,0,1126,2,0,6,0,1977.0,2,540,180,0,175000
927,93.0,11999,8,2003,2004,340.0,0,1181,1234,1140,2374,2,1,10,1,2003.0,3,656,104,100,285000
928,70.04995836802665,9900,7,1968,1968,342.0,552,832,1098,880,1978,2,1,9,1,1968.0,2,486,0,43,176000
929,70.04995836802665,11838,8,2001,2001,0.0,0,1753,1788,0,1788,2,0,7,1,2001.0,2,522,202,151,236500
930,70.04995836802665,13006,7,1997,1997,285.0,0,964,993,1243,2236,2,1,8,1,1997.0,2,642,0,0,222000
931,73.0,8925,8,2007,2007,0.0,16,1466,1466,0,1466,2,0,7,0,2007.0,3,610,100,18,201000
932,70.0,9100,5,1965,1965,0.0,338,925,925,0,925,1,0,5,0,1965.0,1,429,0,0,117500
933,84.0,11670,9,2006,2006,302.0,0,1905,1905,0,1905,2,0,8,1,2006.0,3,788,0,191,320000
934,63.0,8487,7,2004,2004,210.0,20,1500,1500,0,1500,2,0,6,0,2004.0,2,570,192,36,190000
935,313.0,27650,7,1960,2007,0.0,425,585,2069,0,2069,2,0,9,1,1960.0,2,505,0,0,242000
936,52.0,5825,4,1926,1953,108.0,0,600,747,0,747,1,0,5,0,1953.0,2,528,0,0,79900
937,67.0,10083,7,2003,2003,103.68526170798899,833,1176,1200,0,1200,2,0,5,0,2003.0,2,555,0,41,184900
938,75.0,9675,7,2005,2005,0.0,341,1113,1113,858,1971,2,1,8,1,2005.0,2,689,0,48,253000
939,73.0,8760,7,2006,2006,0.0,464,1391,1391,571,1962,2,1,7,0,2006.0,3,868,0,90,239799
940,70.04995836802665,24090,7,1940,1950,0.0,0,1032,1207,1196,2403,2,0,10,2,1940.0,1,349,56,0,244400
941,55.0,12640,6,1976,1976,0.0,936,1728,1728,0,1728,2,0,8,0,1976.0,2,574,40,0,150900
942,70.04995836802665,8755,7,1999,1999,298.0,772,992,1022,1038,2060,2,1,8,1,1999.0,2,390,0,0,214000
943,42.0,7711,4,1977,1977,0.0,1440,1440,1440,0,1440,2,0,8,0,1978.5061638868744,0,0,321,0,150000
944,100.0,25000,5,1967,1967,0.0,0,1632,1632,0,1632,2,0,8,0,1967.0,2,576,0,0,143000
945,70.04995836802665,14375,6,1958,1958,541.0,111,819,1344,0,1344,1,0,7,1,1958.0,2,525,0,118,137500
946,98.0,8820,5,1890,1996,0.0,1088,1088,1188,561,1869,1,0,7,0,1963.0,2,456,48,0,124900
947,70.0,8163,5,1959,1959,128.0,748,1144,1144,0,1144,1,0,6,1,1959.0,1,796,86,0,143000
948,85.0,14536,8,2002,2003,236.0,1300,1616,1629,0,1629,2,0,9,1,2002.0,3,808,0,252,270000
